case_id,u_par,C_rate,SOC
4993,27.28,4.697,0.637
4994,28.651,0.697,0.629
4995,28.352,2.034,0.038
4996,12.033,0.912,0.035
4997,3.016,1.718,0.632
4998,21.35,1.184,0.824
4999,0.804,3.526,0.891
5000,21.946,3.06,0.818
5001,12.745,1.304,0.668
5002,4.154,2.729,0.152
5003,4.507,1.867,0.003
5004,23.615,1.964,0.212
5005,22.264,3.995,0.838
5006,8.219,2.708,0.92
5007,4.227,2.196,0.614
5008,15.295,4.764,0.759
5009,6.234,1.659,0.993
5010,18.434,0.73,0.634
5011,3.527,1.557,0.731
5012,13.737,4.152,0.097
5013,19.013,2.465,0.433
5014,4.98,1.011,0.274
5015,6.293,1.09,0.505
5016,28.064,4.881,0.215
5017,5.992,0.565,0.669
5018,16.345,4.129,0.192
5019,19.915,3.76,0.321
5020,21.537,3.97,0.911
5021,4.973,2.133,0.939
5022,5.125,2.907,0.26
5023,7.968,4.659,0.198
5024,29.87,2.941,0.753
5025,28.301,4.068,0.02
5026,18.365,2.064,0.972
5027,3.306,1.157,0.992
5028,16.617,2.608,0.017
5029,26.408,4.533,0.529
5030,7.991,2.586,0.764
5031,6.304,2.84,0.945
5032,13.246,3.467,0.837
5033,25.201,3.92,0.002
5034,24.255,3.022,0.272
5035,4.279,4.0,0.892
5036,26.502,1.715,0.061
5037,0.253,1.394,0.594
5038,2.323,0.703,0.729
5039,25.958,2.292,0.6
5040,1.428,2.99,0.85
5041,27.349,1.796,0.051
5042,14.265,2.689,0.392
5043,26.223,1.139,0.589
5044,10.876,4.446,0.268
5045,12.97,2.012,0.663
5046,1.64,0.961,0.363
5047,21.828,0.983,0.599
5048,23.248,1.871,0.541
5049,29.798,0.132,0.33
5050,27.619,2.776,0.648
5051,17.838,1.6,0.662
5052,28.535,0.548,0.741
5053,25.762,2.261,0.083
5054,6.221,4.558,0.242
5055,17.024,0.882,0.917
5056,17.323,0.638,0.672
5057,24.217,3.848,0.356
5058,17.338,4.218,0.027
5059,29.71,0.057,0.203
5060,7.98,1.454,0.63
5061,18.209,0.722,0.343
5062,5.871,0.901,0.585
5063,11.473,3.904,0.367
5064,12.601,4.466,0.63
5065,24.043,2.118,0.03
5066,23.225,0.397,0.454
5067,13.636,3.008,0.167
5068,22.977,3.159,0.063
5069,8.695,3.438,0.54
5070,4.379,4.025,0.393
5071,5.889,1.092,0.336
5072,4.586,3.126,0.852
5073,28.209,2.971,0.296
5074,0.64,4.96,0.279
5075,28.326,0.051,0.233
5076,29.518,0.772,0.467
5077,25.898,1.977,0.238
5078,26.489,4.471,0.842
5079,18.218,1.694,0.722
5080,24.44,1.42,0.517
5081,29.84,2.985,0.843
5082,13.498,3.905,0.337
5083,19.825,1.349,0.081
5084,16.086,1.208,0.751
5085,22.439,1.452,0.333
5086,10.709,2.729,0.161
5087,16.44,3.393,0.3
5088,20.011,4.987,0.482
5089,20.858,0.623,0.342
5090,24.326,3.086,0.809
5091,7.087,0.998,0.6
5092,15.645,4.561,0.294
5093,4.496,3.099,0.681
5094,29.95,2.321,0.753
5095,6.025,3.769,0.908
5096,20.415,4.083,0.713
5097,13.607,3.736,0.819
5098,14.311,3.738,0.511
5099,28.314,0.595,0.792
5100,9.799,2.693,0.182
5101,19.154,0.131,0.027
5102,25.644,1.248,0.79
5103,20.75,3.502,0.273
5104,10.209,1.837,0.023
5105,4.239,4.896,0.733
5106,28.715,3.966,0.819
5107,14.669,3.092,0.181
5108,19.212,1.264,0.206
5109,2.241,1.185,0.826
5110,11.46,1.861,0.212
5111,7.486,2.02,0.001
5112,25.179,2.259,0.82
5113,7.244,1.135,0.685
5114,5.672,0.959,0.399
5115,5.659,0.293,0.328
5116,8.759,2.64,0.684
5117,18.198,4.739,0.06
5118,29.623,3.245,0.809
5119,13.466,0.076,0.133
5120,22.028,2.116,0.959
5121,18.64,0.838,0.948
5122,0.124,4.404,0.065
5123,17.532,2.248,0.522
5124,29.143,3.964,0.887
5125,7.094,2.379,0.159
5126,4.598,3.799,0.614
5127,5.657,3.139,0.419
5128,11.439,2.75,0.907
5129,1.402,4.419,0.17
5130,26.399,3.83,0.388
5131,15.271,0.485,0.921
5132,24.321,4.162,0.849
5133,0.094,2.401,0.778
5134,16.608,2.366,0.834
5135,23.878,0.019,0.471
5136,4.635,1.906,0.628
5137,10.997,2.847,0.935
5138,22.85,0.98,0.219
5139,10.275,3.296,0.421
5140,14.514,3.905,0.338
5141,27.627,4.212,0.077
5142,2.262,4.937,0.564
5143,12.336,3.88,0.411
5144,26.946,0.854,0.476
5145,25.278,3.571,0.1
5146,23.365,3.692,0.683
5147,15.471,0.868,0.657
5148,25.78,0.797,0.572
5149,16.916,1.993,0.462
5150,20.759,2.651,0.112
5151,18.214,2.855,0.019
5152,18.533,3.503,0.384
5153,4.531,4.345,0.953
5154,10.484,1.446,0.162
5155,2.289,0.366,0.765
5156,16.279,4.02,0.149
5157,17.95,0.328,0.665
5158,29.981,3.963,0.139
5159,7.882,0.042,0.099
5160,12.959,1.398,0.189
5161,19.84,0.588,0.039
5162,20.371,0.324,0.855
5163,11.752,3.002,0.058
5164,20.435,3.282,0.82
5165,21.093,4.31,0.455
5166,15.824,3.05,0.974
5167,2.096,2.592,0.324
5168,21.166,4.897,0.209
5169,7.57,3.661,0.977
5170,21.851,4.909,0.485
5171,29.651,4.682,0.487
5172,0.399,4.166,0.151
5173,25.837,3.203,0.578
5174,29.833,2.76,0.465
5175,14.353,1.475,0.08
5176,24.849,1.212,0.947
5177,10.685,4.845,0.408
5178,22.828,3.32,0.548
5179,17.294,4.658,0.166
5180,14.48,0.626,0.072
5181,5.096,2.257,0.814
5182,3.553,1.966,0.112
5183,4.739,1.343,0.18
5184,17.493,2.15,0.254
5185,7.802,3.444,0.545
5186,18.894,3.479,0.849
5187,17.168,2.187,0.962
5188,18.786,1.976,0.738
5189,21.707,4.331,0.41
5190,1.083,1.523,0.237
5191,17.144,0.761,0.747
5192,22.224,0.876,0.844
5193,12.975,2.219,0.129
5194,19.688,2.618,0.833
5195,24.419,4.361,0.128
5196,5.568,4.041,0.485
5197,1.046,1.685,0.822
5198,9.439,2.647,0.043
5199,21.086,4.502,0.882
5200,3.983,1.585,0.689
5201,20.705,0.344,0.094
5202,22.193,1.327,0.946
5203,23.504,2.923,0.281
5204,3.987,0.424,0.371
5205,10.68,0.456,0.878
5206,2.963,2.652,0.217
5207,11.57,3.324,0.987
5208,7.046,2.368,0.15
5209,28.826,1.513,0.044
5210,0.172,2.286,0.323
5211,17.993,2.208,0.764
5212,17.244,2.962,0.579
5213,16.215,0.521,0.574
5214,28.961,0.232,0.723
5215,0.754,1.279,0.521
5216,17.782,4.512,0.542
5217,28.043,4.599,0.413
5218,15.762,1.96,0.928
5219,7.622,1.34,0.034
5220,8.399,0.158,0.636
5221,17.754,1.708,0.602
5222,18.817,3.309,0.713
5223,7.379,4.164,0.068
5224,22.356,0.525,0.43
5225,3.55,0.474,0.931
5226,16.353,1.085,0.611
5227,25.26,1.996,0.36
5228,0.281,4.403,0.446
5229,27.553,2.017,0.086
5230,15.277,0.487,0.185
5231,12.777,4.42,0.377
5232,3.186,0.889,0.635
5233,29.207,2.083,0.524
5234,19.391,4.138,0.578
5235,2.536,4.472,0.891
5236,10.534,1.558,0.056
5237,4.363,2.783,0.37
5238,3.385,4.481,0.562
5239,22.565,1.084,0.288
5240,25.24,1.49,0.062
5241,29.354,0.777,0.362
5242,10.851,3.49,0.575
5243,0.57,2.098,0.579
5244,29.543,0.351,0.489
5245,6.631,1.885,0.26
5246,2.827,4.382,0.301
5247,9.513,1.719,0.824
5248,13.381,3.691,0.265
5249,13.281,4.041,0.307
5250,25.829,1.703,0.965
5251,3.401,2.041,0.889
5252,4.35,4.476,0.236
5253,9.17,2.168,0.447
5254,0.467,2.826,0.153
5255,23.594,2.697,0.434
5256,28.82,3.084,0.029
5257,22.882,1.895,0.105
5258,25.909,2.95,0.198
5259,2.3,1.329,0.396
5260,17.512,3.753,0.684
5261,13.501,0.765,0.532
5262,6.395,3.421,0.919
5263,17.282,4.884,0.198
5264,10.171,4.965,0.486
5265,6.256,3.785,0.194
5266,2.701,4.885,0.918
5267,20.806,1.705,0.357
5268,11.801,4.974,0.601
5269,15.275,4.574,0.801
5270,9.179,0.865,0.465
5271,0.602,2.465,0.032
5272,8.417,1.563,0.244
5273,13.673,1.327,0.546
5274,18.826,1.673,0.528
5275,10.114,1.641,1.0
5276,0.018,1.886,0.787
5277,17.184,0.648,0.717
5278,1.039,4.648,0.129
5279,3.488,4.458,0.714
5280,24.187,4.418,0.604
5281,24.443,2.991,0.459
5282,14.999,3.385,0.431
5283,9.611,1.06,0.616
5284,24.824,3.187,0.97
5285,9.833,1.926,0.684
5286,16.211,4.265,0.248
5287,14.236,0.245,0.291
5288,15.731,4.132,0.784
5289,20.424,3.706,0.973
5290,26.344,2.149,0.582
5291,21.434,4.756,0.72
5292,22.617,1.699,0.601
5293,20.191,2.374,0.52
5294,15.359,0.085,0.247
5295,8.728,4.306,0.008
5296,9.191,0.097,0.263
5297,3.694,3.276,0.24
5298,29.41,0.848,0.383
5299,19.423,3.803,0.609
5300,19.17,2.294,0.184
5301,1.942,2.989,0.941
5302,19.981,3.468,0.963
5303,3.201,2.808,0.087
5304,29.827,0.215,0.672
5305,16.738,1.679,0.05
5306,20.322,0.642,0.125
5307,28.935,0.466,0.551
5308,0.695,3.237,0.468
5309,14.643,2.119,0.334
5310,3.817,3.015,0.768
5311,12.063,3.596,0.497
5312,20.958,3.154,0.28
5313,20.547,2.202,0.016
5314,6.716,4.18,0.202
5315,24.135,4.458,0.264
5316,25.456,0.032,0.704
5317,21.902,3.758,0.747
5318,20.057,0.026,0.78
5319,9.909,0.239,0.756
5320,1.311,0.113,0.033
5321,24.678,1.806,0.223
5322,7.003,0.499,0.536
5323,22.205,1.924,0.364
5324,0.025,4.214,0.215
5325,19.804,4.043,0.807
5326,23.124,3.489,0.14
5327,29.939,3.957,0.48
5328,7.29,1.651,0.433
5329,7.078,2.2,0.877
5330,23.118,1.547,0.818
5331,22.695,2.2,0.971
5332,20.018,0.996,0.456
5333,25.6,0.186,0.211
5334,0.035,3.764,0.816
5335,12.242,4.79,0.149
5336,5.667,4.529,0.215
5337,9.161,3.585,0.372
5338,5.7,1.797,0.997
5339,4.37,3.656,0.943
5340,16.462,3.722,0.655
5341,7.411,0.194,0.308
5342,27.535,2.951,0.16
5343,5.514,1.179,0.496
5344,16.65,1.169,0.856
5345,25.759,2.306,0.081
5346,29.169,2.302,0.237
5347,28.998,2.946,0.007
5348,21.185,4.78,0.638
5349,1.738,1.681,0.037
5350,4.819,4.22,0.077
5351,12.574,2.17,0.272
5352,14.501,1.82,0.225
5353,28.627,2.391,0.025
5354,12.832,3.718,0.623
5355,22.255,0.324,0.096
5356,10.673,1.405,0.933
5357,21.45,0.499,0.698
5358,21.38,1.134,0.567
5359,14.84,1.735,0.978
5360,19.038,4.401,0.069
5361,25.05,3.754,0.191
5362,27.259,2.747,0.516
5363,6.54,4.183,0.129
5364,2.869,4.786,0.552
5365,22.866,1.094,0.339
5366,5.761,4.575,0.38
5367,2.372,4.938,0.798
5368,20.425,0.536,0.411
5369,15.889,1.534,0.032
5370,9.628,2.267,0.589
5371,26.503,3.003,0.247
5372,1.452,0.554,0.296
5373,7.096,3.116,0.048
5374,12.03,3.934,0.561
5375,8.996,0.881,0.988
5376,20.677,3.696,0.654
5377,20.471,1.393,0.827
5378,28.696,3.36,0.818
5379,12.948,4.287,0.198
5380,4.624,0.582,0.117
5381,24.595,2.916,0.669
5382,11.826,2.323,0.774
5383,8.452,0.229,0.279
5384,8.35,4.349,0.185
5385,5.519,3.238,0.687
5386,23.706,3.106,0.214
5387,7.037,2.891,0.53
5388,1.699,2.432,0.483
5389,26.165,0.373,0.543
5390,7.907,3.66,0.594
5391,9.418,2.45,0.565
5392,29.574,1.311,0.692
5393,21.0,1.63,0.062
5394,7.78,4.345,0.795
5395,17.61,2.562,0.38
5396,3.942,3.576,0.583
5397,11.957,2.467,0.77
5398,21.526,1.175,0.699
5399,28.147,2.143,0.823
5400,15.958,3.24,0.842
5401,17.042,0.175,0.495
5402,20.916,1.46,0.334
5403,29.733,1.661,0.02
5404,17.887,0.062,0.929
5405,23.758,0.332,0.059
5406,29.316,0.345,0.846
5407,19.173,3.733,0.563
5408,19.187,0.313,0.487
5409,15.759,3.872,0.412
5410,23.091,2.614,0.615
5411,14.922,3.814,0.976
5412,23.056,3.132,0.948
5413,0.507,2.593,0.394
5414,18.653,3.453,0.699
5415,0.203,1.164,0.587
5416,18.521,4.874,0.248
5417,3.032,0.254,0.914
5418,21.816,3.173,0.642
5419,7.937,2.466,0.357
5420,4.85,4.181,0.677
5421,8.458,4.328,0.958
5422,14.792,1.652,0.518
5423,21.276,3.871,0.485
5424,15.775,4.252,0.007
5425,10.702,0.11,0.164
5426,26.043,0.14,0.864
5427,18.486,4.865,0.834
5428,24.918,3.158,0.932
5429,7.715,2.762,0.839
5430,11.085,4.92,0.022
5431,1.205,1.5,0.924
5432,0.072,3.521,0.544
5433,4.823,4.003,0.316
5434,29.031,0.669,0.1
5435,16.523,4.486,0.77
5436,15.416,3.88,0.301
5437,24.186,0.611,0.865
5438,28.13,1.727,0.069
5439,10.575,2.122,0.053
5440,13.333,2.074,0.315
5441,12.123,4.609,0.371
5442,28.47,1.335,0.497
5443,28.127,2.508,0.022
5444,14.317,1.433,0.751
5445,1.773,2.981,0.223
5446,18.588,4.988,0.513
5447,2.899,2.6,0.372
5448,23.959,4.081,0.352
5449,18.343,0.379,0.855
5450,13.562,3.97,0.051
5451,4.15,0.394,0.387
5452,0.921,4.329,0.617
5453,5.678,4.939,0.484
5454,1.565,1.962,0.089
5455,1.715,0.975,0.031
5456,10.505,2.57,0.598
5457,25.342,1.685,0.063
5458,3.921,3.017,0.338
5459,15.064,2.262,0.658
5460,26.846,1.759,0.839
5461,21.858,0.98,0.886
5462,29.463,0.492,0.396
5463,29.977,2.456,0.967
5464,5.2,1.449,0.764
5465,18.88,1.072,0.172
5466,18.677,4.233,0.677
5467,11.667,1.832,0.351
5468,7.619,3.024,0.09
5469,29.325,2.942,0.795
5470,24.213,3.19,0.335
5471,20.354,3.376,0.453
5472,13.732,2.086,0.377
5473,7.382,4.093,0.605
5474,27.918,1.539,0.317
5475,0.842,0.757,0.587
5476,20.987,1.22,0.59
5477,14.601,2.386,0.548
5478,14.88,1.692,0.207
5479,15.082,0.164,0.473
5480,15.201,0.206,0.92
5481,4.938,2.757,0.021
5482,24.929,1.781,0.295
5483,22.335,4.391,0.653
5484,26.588,3.586,0.158
5485,6.186,3.554,0.172
5486,27.823,0.448,0.72
5487,6.772,2.793,0.974
5488,9.969,3.156,0.853
5489,14.548,2.41,0.959
5490,6.801,2.455,0.312
5491,11.701,3.14,0.231
5492,14.271,3.624,0.537
5493,29.04,0.656,0.323
5494,10.022,0.261,0.438
5495,20.478,4.543,0.378
5496,29.917,2.991,0.992
5497,10.511,4.687,0.692
5498,15.108,3.324,0.794
5499,20.239,4.82,0.683
5500,20.042,0.237,0.266
5501,25.676,2.389,0.829
5502,2.501,1.852,0.536
5503,7.984,2.632,0.128
5504,6.897,4.909,0.653
5505,12.736,2.954,0.218
5506,23.908,4.024,0.281
5507,2.249,4.81,0.49
5508,16.899,3.402,0.682
5509,6.902,1.688,0.358
5510,3.672,1.915,0.653
5511,20.921,1.99,0.794
5512,4.587,0.025,0.325
5513,2.935,1.95,0.516
5514,24.723,4.84,0.338
5515,14.562,4.437,0.332
5516,5.304,1.115,0.574
5517,1.021,4.762,0.648
5518,16.884,1.177,0.831
5519,29.19,4.365,0.213
5520,28.366,4.585,0.898
5521,5.325,4.552,0.1
5522,2.932,3.863,0.626
5523,10.901,1.39,0.849
5524,10.482,4.853,0.226
5525,19.633,4.712,0.711
5526,17.271,3.307,0.873
5527,13.143,4.115,0.201
5528,29.566,1.497,0.875
5529,17.985,4.685,0.489
5530,23.299,3.663,0.793
5531,7.847,3.809,0.145
5532,16.626,0.845,0.338
5533,28.616,1.695,0.806
5534,17.0,0.124,0.685
5535,28.88,0.011,0.753
5536,3.333,0.751,0.112
5537,11.327,0.545,0.095
5538,25.302,3.638,0.442
5539,7.251,0.065,0.21
5540,22.532,4.546,0.722
5541,5.764,4.957,0.261
5542,29.652,0.167,0.859
5543,11.935,3.137,0.444
5544,15.819,2.227,0.117
5545,18.414,0.399,0.188
5546,23.088,1.153,0.25
5547,18.324,3.814,0.588
5548,3.861,2.535,0.068
5549,5.151,2.809,0.713
5550,27.487,2.938,0.744
5551,6.5,3.049,0.518
5552,5.595,3.808,0.398
5553,23.441,0.783,0.276
5554,16.642,2.163,0.847
5555,18.773,0.952,0.181
5556,19.272,2.088,0.57
5557,29.196,0.844,0.317
5558,23.673,4.059,0.333
5559,19.129,4.03,0.394
5560,13.943,1.675,0.783
5561,19.196,3.109,0.34
5562,23.624,2.424,0.565
5563,6.508,0.315,0.828
5564,28.264,2.352,0.86
5565,21.009,4.824,0.919
5566,17.234,3.774,0.392
5567,0.933,2.413,0.835
5568,3.845,4.952,0.25
5569,15.876,1.974,0.944
5570,23.41,1.116,0.98
5571,10.658,0.553,0.709
5572,10.352,4.74,0.147
5573,12.088,0.83,0.709
5574,22.581,3.331,0.652
5575,13.109,1.716,0.538
5576,13.798,2.067,0.535
5577,28.055,2.356,0.644
5578,21.058,0.649,0.164
5579,20.804,0.376,0.593
5580,27.708,4.631,0.325
5581,28.727,1.924,0.969
5582,29.842,3.644,0.591
5583,23.481,3.284,0.981
5584,6.274,2.973,0.408
5585,16.984,1.05,0.426
5586,21.17,4.407,0.807
5587,3.963,1.92,0.84
5588,10.175,2.18,0.044
5589,7.403,3.716,0.016
5590,29.023,3.629,0.951
5591,12.735,2.571,0.943
5592,18.946,1.621,0.596
5593,21.931,2.782,0.423
5594,23.97,0.653,0.679
5595,24.025,1.834,0.265
5596,5.921,0.081,0.137
5597,6.482,2.369,0.08
5598,16.22,4.095,0.894
5599,6.689,4.771,0.551
5600,1.924,1.021,0.78
5601,21.293,1.831,0.235
5602,12.988,4.176,0.674
5603,13.836,2.043,0.827
5604,5.016,0.406,0.493
5605,28.588,0.408,0.171
5606,2.738,2.751,0.114
5607,4.555,0.683,0.434
5608,4.166,4.046,0.084
5609,22.295,3.887,0.904
5610,10.679,0.302,0.962
5611,19.986,1.916,0.894
5612,27.525,2.331,0.697
5613,28.713,3.076,0.151
5614,23.573,1.314,0.307
5615,9.312,0.29,0.975
5616,5.465,3.938,0.073
5617,9.537,2.78,0.458
5618,4.55,3.806,0.293
5619,10.719,2.034,0.638
5620,18.66,0.481,0.425
5621,9.013,0.822,0.917
5622,18.839,1.994,0.182
5623,0.046,1.729,0.044
5624,11.05,4.281,0.025
5625,20.725,2.97,0.581
5626,2.087,3.63,0.351
5627,13.581,2.542,0.687
5628,13.136,3.885,0.634
5629,2.179,1.121,0.393
5630,13.038,3.318,0.622
5631,0.433,1.022,0.523
5632,9.166,2.241,0.982
5633,19.114,3.829,0.835
5634,9.494,0.464,0.17
5635,21.869,3.326,0.294
5636,20.143,0.216,0.096
5637,11.158,3.054,0.405
5638,6.397,1.79,0.656
5639,1.938,2.946,0.724
5640,19.204,4.978,0.897
5641,25.213,3.179,0.286
5642,28.56,2.447,0.392
5643,27.097,4.757,0.575
5644,23.034,3.561,0.71
5645,11.17,1.438,0.599
5646,8.963,3.763,0.457
5647,18.274,3.141,0.541
5648,8.382,4.625,0.641
5649,23.797,0.124,0.007
5650,17.719,1.701,0.986
5651,14.081,0.862,0.336
5652,11.596,0.616,0.095
5653,19.692,4.986,0.462
5654,8.104,0.79,0.461
5655,22.821,2.017,0.479
5656,5.285,1.599,0.278
5657,18.272,1.59,0.303
5658,10.985,3.334,0.039
5659,20.342,4.447,0.587
5660,20.702,1.505,0.91
5661,16.532,2.972,0.212
5662,19.821,4.983,0.53
5663,18.33,2.501,0.312
5664,14.333,3.611,0.73
5665,22.576,4.698,0.49
5666,16.589,2.437,0.198
5667,24.842,0.253,0.635
5668,18.503,0.353,0.892
5669,1.872,1.284,0.757
5670,3.3,0.363,0.451
5671,15.191,0.243,0.912
5672,15.446,1.069,0.769
5673,4.22,4.806,0.317
5674,9.041,0.363,0.422
5675,8.155,3.517,0.897
5676,7.999,1.443,0.28
5677,3.858,3.506,0.131
5678,9.504,2.47,0.087
5679,18.152,2.869,0.977
5680,4.329,3.147,0.544
5681,25.204,3.289,0.384
5682,27.375,1.532,0.67
5683,29.06,1.628,0.264
5684,7.373,4.228,0.549
5685,1.037,3.362,0.542
5686,3.62,3.834,0.331
5687,2.609,1.684,0.769
5688,14.723,4.074,0.903
5689,17.096,1.261,0.091
5690,16.741,3.512,0.767
5691,0.903,4.831,0.067
5692,15.773,3.6,0.369
5693,27.723,1.058,0.108
5694,17.074,3.869,0.655
5695,28.018,2.69,0.243
5696,8.735,3.816,0.146
5697,21.614,4.487,0.072
5698,17.877,4.774,0.263
5699,3.001,1.201,0.921
5700,22.892,3.095,0.096
5701,17.399,3.792,0.464
5702,9.149,2.503,0.775
5703,3.534,1.477,0.449
5704,19.507,0.808,0.724
5705,16.748,2.955,0.713
5706,18.066,3.105,0.889
5707,11.248,1.567,0.67
5708,23.657,1.848,0.059
5709,24.142,0.098,0.698
5710,9.211,0.758,0.593
5711,22.945,1.277,0.068
5712,0.453,0.743,0.36
5713,4.239,0.714,0.086
5714,5.433,4.019,0.436
5715,11.984,3.605,0.423
5716,20.561,3.427,0.046
5717,9.398,0.592,0.915
5718,26.818,1.8,0.333
5719,23.561,4.688,0.037
5720,29.338,0.791,0.32
5721,7.581,0.88,0.068
5722,18.474,3.677,0.121
5723,6.695,1.289,0.688
5724,2.816,3.186,0.829
5725,22.283,2.389,0.586
5726,1.078,3.062,0.188
5727,7.476,0.029,0.765
5728,4.769,2.899,0.399
5729,23.862,4.958,0.079
5730,1.236,0.942,0.638
5731,28.061,0.502,0.868
5732,24.302,0.476,0.58
5733,23.047,4.168,0.649
5734,26.681,3.632,0.376
5735,24.426,4.787,0.104
5736,9.016,1.767,0.201
5737,25.429,0.888,0.359
5738,28.54,3.65,0.922
5739,2.801,4.334,0.858
5740,23.179,1.714,0.216
5741,17.673,1.197,0.719
5742,16.877,2.927,0.331
5743,18.333,0.32,0.124
5744,28.391,1.35,0.46
5745,5.527,3.977,0.577
5746,15.849,1.305,0.977
5747,9.992,0.85,0.95
5748,24.03,1.447,0.303
5749,9.849,0.72,0.961
5750,16.592,1.134,0.131
5751,24.194,4.555,0.642
5752,20.323,4.714,0.1
5753,26.214,4.386,0.629
5754,13.531,0.795,0.057
5755,12.691,3.083,0.042
5756,29.161,2.36,0.526
5757,25.659,3.225,0.519
5758,1.486,3.686,0.0
5759,21.961,2.126,0.174
5760,17.924,1.802,0.814
5761,14.124,0.369,0.462
5762,13.994,1.894,0.587
5763,27.035,0.537,0.353
5764,14.766,1.321,0.089
5765,27.635,1.539,0.305
5766,13.131,4.655,0.104
5767,26.946,0.056,0.762
5768,25.495,0.238,0.728
5769,7.421,3.961,0.879
5770,14.804,0.027,0.491
5771,15.649,4.979,0.768
5772,15.441,3.306,0.924
5773,0.815,2.138,0.623
5774,29.669,4.275,0.578
5775,23.687,0.116,0.166
5776,0.66,4.048,0.273
5777,21.08,1.307,0.498
5778,2.52,0.02,0.15
5779,14.277,2.173,0.143
5780,21.664,2.099,0.233
5781,9.382,1.229,0.907
5782,20.034,2.777,0.375
5783,25.386,0.481,0.186
5784,21.652,1.035,0.11
5785,11.166,2.269,0.04
5786,8.074,3.427,0.322
5787,10.445,1.911,0.126
5788,11.822,0.619,0.034
5789,2.446,1.845,0.824
5790,17.775,0.555,0.46
5791,16.997,1.956,0.082
5792,5.989,3.288,0.817
5793,27.265,2.354,0.799
5794,11.258,2.212,0.618
5795,15.033,4.936,0.137
5796,19.888,2.779,0.498
5797,16.214,3.716,0.4
5798,4.67,0.624,0.688
5799,4.452,0.676,0.653
5800,21.268,1.371,0.347
5801,8.526,1.943,0.315
5802,26.592,1.626,0.976
5803,28.0,2.64,0.075
5804,24.933,4.51,0.539
5805,11.831,1.384,0.506
5806,18.387,4.826,0.881
5807,19.554,1.251,0.231
5808,4.83,4.726,0.937
5809,13.976,1.275,0.317
5810,11.785,3.275,0.867
5811,7.634,2.705,0.471
5812,23.054,0.421,0.657
5813,8.863,0.811,0.095
5814,9.207,3.233,0.014
5815,2.512,3.226,0.14
5816,29.475,4.147,0.803
5817,15.867,0.661,0.457
5818,25.71,4.276,0.547
5819,3.13,2.811,0.686
5820,13.588,1.536,0.431
5821,23.453,4.567,0.769
5822,8.363,3.749,0.803
5823,22.271,2.504,0.131
5824,5.817,0.19,0.242
5825,25.222,3.709,0.364
5826,10.025,4.947,0.284
5827,19.999,2.909,0.104
5828,14.544,2.843,0.047
5829,0.022,0.028,0.511
5830,25.116,4.087,0.376
5831,16.087,0.186,0.654
5832,1.443,0.741,0.678
5833,22.571,0.801,0.883
5834,1.264,4.292,0.359
5835,10.167,3.767,0.361
5836,5.787,0.091,0.405
5837,10.515,4.336,0.056
5838,9.275,1.491,0.393
5839,22.398,3.104,0.649
5840,3.559,4.027,0.777
5841,29.932,3.157,0.092
5842,25.79,0.513,0.391
5843,14.59,2.935,0.076
5844,7.229,2.515,0.572
5845,2.123,4.002,0.787
5846,21.386,1.863,0.87
5847,20.648,2.816,0.073
5848,2.253,1.617,0.864
5849,17.417,2.434,0.592
5850,28.562,0.225,0.106
5851,29.234,1.458,0.587
5852,2.399,1.255,0.873
5853,19.62,4.657,0.427
5854,17.289,4.485,0.674
5855,13.436,4.063,0.837
5856,21.987,1.583,0.476
5857,6.098,2.01,0.312
5858,0.273,2.473,0.885
5859,22.948,4.578,0.246
5860,26.701,1.369,0.603
5861,3.394,3.602,0.114
5862,23.477,4.353,0.119
5863,1.451,4.891,0.024
5864,25.647,0.1,0.571
5865,8.755,3.201,0.564
5866,18.697,3.789,0.031
5867,14.943,1.544,0.463
5868,5.821,1.917,0.398
5869,21.063,3.654,0.148
5870,13.958,2.512,0.766
5871,8.053,0.971,0.373
5872,25.511,3.831,0.491
5873,0.938,0.094,0.986
5874,22.375,3.122,0.943
5875,3.712,1.819,0.107
5876,3.708,1.741,0.615
5877,0.879,1.904,0.819
5878,25.338,3.443,0.767
5879,18.83,2.831,0.435
5880,23.569,4.482,0.853
5881,26.23,3.236,0.647
5882,9.797,2.223,0.27
5883,26.299,0.884,0.242
5884,0.185,0.236,0.169
5885,16.179,4.223,0.19
5886,17.621,2.852,0.079
5887,17.911,1.303,0.296
5888,20.269,1.765,0.514
5889,19.511,3.779,0.748
5890,24.624,4.804,0.747
5891,15.112,2.398,0.02
5892,14.495,2.765,0.842
5893,8.978,0.79,0.972
5894,21.853,0.154,0.479
5895,19.032,3.923,0.944
5896,6.582,2.181,0.627
5897,1.81,4.545,0.052
5898,0.332,4.545,0.953
5899,1.627,0.298,0.567
5900,21.608,1.41,0.906
5901,23.563,3.763,0.994
5902,24.242,3.103,0.025
5903,26.95,3.085,0.839
5904,22.603,2.863,0.326
5905,2.803,1.61,0.392
5906,4.688,1.459,0.01
5907,26.852,2.191,0.819
5908,6.039,0.407,0.054
5909,27.3,2.075,0.33
5910,12.126,0.781,0.734
5911,17.998,2.835,0.783
5912,11.736,2.98,0.229
5913,28.583,3.13,0.709
5914,9.346,2.727,0.626
5915,15.634,1.978,0.162
5916,9.471,1.665,0.55
5917,6.778,3.697,0.499
5918,14.637,2.533,0.011
5919,20.408,3.389,0.97
5920,7.832,2.112,0.437
5921,10.28,0.69,0.776
5922,11.872,0.02,0.373
5923,5.408,3.751,0.281
5924,21.863,0.531,0.629
