case_id,u_par,C_rate,SOC
5390,9.94,2.583,0.013
5391,24.302,1.337,0.32
5392,2.777,0.773,0.797
5393,17.379,3.067,0.404
5394,13.515,4.356,0.579
5395,29.181,4.565,0.204
5396,9.288,4.012,0.427
5397,24.67,4.907,0.452
5398,23.371,2.413,0.083
5399,28.768,3.461,0.116
5400,18.906,2.094,0.693
5401,11.599,1.855,0.191
5402,17.154,2.99,0.537
5403,19.699,4.611,0.637
5404,3.996,3.907,0.39
5405,2.629,3.813,0.377
5406,4.958,0.672,0.683
5407,27.053,1.748,0.558
5408,11.843,1.896,0.913
5409,16.567,2.212,0.218
5410,22.885,3.314,0.613
5411,16.666,3.697,0.459
5412,1.307,2.053,0.595
5413,15.988,4.83,0.226
5414,13.012,3.348,0.476
5415,21.091,2.323,0.949
5416,7.985,3.249,0.581
5417,1.925,4.47,0.718
5418,22.318,3.957,0.036
5419,5.203,1.572,0.501
5420,26.567,4.725,0.515
5421,5.209,3.769,0.408
5422,11.033,1.505,0.392
5423,12.624,3.817,0.407
5424,28.334,4.625,0.771
5425,20.024,1.93,0.577
5426,29.528,2.732,0.652
5427,13.995,0.933,0.915
5428,7.249,3.11,0.924
5429,23.528,1.429,0.199
5430,28.586,0.93,0.612
5431,11.258,2.104,0.849
5432,26.88,2.478,0.185
5433,12.241,3.637,0.877
5434,4.512,1.342,0.832
5435,3.813,2.125,0.036
5436,0.64,3.391,0.671
5437,8.472,0.942,0.141
5438,1.415,1.919,0.018
5439,11.592,1.554,0.617
5440,14.904,1.25,0.075
5441,25.447,4.552,0.834
5442,16.82,0.997,0.616
5443,14.013,3.229,0.637
5444,22.781,1.399,0.631
5445,1.594,0.62,0.581
5446,20.495,1.79,0.398
5447,29.214,1.106,0.761
5448,24.789,0.773,0.354
5449,5.256,2.173,0.744
5450,5.48,4.915,0.908
5451,13.145,4.756,0.3
5452,15.854,2.484,0.673
5453,26.505,3.805,0.983
5454,3.974,0.846,0.314
5455,24.521,1.39,0.529
5456,13.788,3.522,0.846
5457,10.421,1.069,0.709
5458,12.791,1.168,0.674
5459,27.124,2.844,0.46
5460,1.458,3.53,0.301
5461,6.275,2.865,0.214
5462,18.61,0.567,0.803
5463,19.09,1.492,0.807
5464,17.333,1.039,0.84
5465,6.846,1.772,0.085
5466,23.566,0.924,0.243
5467,21.901,3.493,0.646
5468,15.088,2.019,0.461
5469,29.505,4.533,0.567
5470,21.461,2.374,0.569
5471,7.284,4.166,0.007
5472,22.805,4.388,0.657
5473,15.961,4.527,0.845
5474,18.013,2.991,0.709
5475,6.091,3.948,0.868
5476,27.389,4.005,0.268
5477,7.276,0.94,0.406
5478,29.135,2.836,0.193
5479,11.957,4.749,0.436
5480,16.289,3.299,0.73
5481,8.887,4.946,0.786
5482,24.989,2.862,0.511
5483,21.094,4.177,0.458
5484,22.967,3.775,0.049
5485,9.207,1.719,0.187
5486,6.752,4.014,0.187
5487,18.796,3.901,0.775
5488,11.347,0.85,0.955
5489,22.158,4.879,0.171
5490,16.583,3.771,0.31
5491,23.996,3.644,0.413
5492,13.654,0.587,0.681
5493,28.023,3.642,0.371
5494,13.242,4.296,0.371
5495,14.839,1.499,0.117
5496,4.482,4.379,0.217
5497,10.104,1.887,0.855
5498,21.432,4.78,0.515
5499,24.627,3.259,0.973
5500,27.336,3.3,0.386
5501,22.727,2.248,0.139
5502,10.858,1.008,0.431
5503,3.817,4.764,0.406
5504,13.485,2.551,0.549
5505,0.527,3.591,0.199
5506,7.537,4.155,0.089
5507,6.068,4.753,0.492
5508,27.725,1.242,0.077
5509,6.004,3.705,0.44
5510,26.761,4.657,0.027
5511,10.314,4.455,0.734
5512,9.561,0.821,0.735
5513,25.27,1.874,0.243
5514,28.529,1.343,0.516
5515,28.356,2.793,0.715
5516,0.779,2.252,0.991
5517,7.045,4.544,0.652
5518,25.925,0.829,0.593
5519,20.592,4.024,0.395
5520,17.878,1.234,0.089
5521,23.067,1.982,0.986
5522,3.855,3.89,0.106
5523,27.865,4.382,0.514
5524,20.711,4.877,0.921
5525,14.866,1.115,0.357
5526,4.677,0.552,0.644
5527,9.724,0.706,0.942
5528,8.534,3.731,0.678
5529,13.307,1.258,0.268
5530,3.511,1.424,0.603
5531,24.887,2.883,0.385
5532,8.178,2.567,0.931
5533,14.624,4.718,0.02
5534,12.808,0.567,0.805
5535,29.541,2.321,0.947
5536,3.233,1.604,0.011
5537,9.138,0.865,0.856
5538,20.565,1.441,0.986
5539,0.702,3.848,0.707
5540,27.508,2.52,0.789
5541,24.548,2.673,0.377
5542,2.01,3.767,0.048
5543,9.034,1.316,0.712
5544,9.159,3.572,0.124
5545,0.935,3.83,0.386
5546,3.501,4.603,0.424
5547,1.55,4.153,0.5
5548,24.507,1.957,0.61
5549,22.087,4.362,0.396
5550,9.137,2.317,0.215
5551,23.042,1.638,0.371
5552,6.663,3.224,0.452
5553,7.806,4.326,0.808
5554,9.659,4.515,0.742
5555,8.154,4.219,0.352
5556,11.38,2.947,0.526
5557,12.794,0.692,0.414
5558,13.285,4.64,0.15
5559,27.626,3.219,0.146
5560,5.532,0.691,0.015
5561,8.304,4.863,0.195
5562,26.672,3.716,0.875
5563,18.816,0.864,0.784
5564,9.633,4.031,0.442
5565,1.675,2.334,0.717
5566,0.968,4.106,0.438
5567,11.462,1.707,0.985
5568,2.848,4.104,0.14
5569,9.117,2.956,0.061
5570,10.337,2.074,0.487
5571,18.561,4.683,0.118
5572,5.918,4.061,0.29
5573,11.456,3.526,0.645
5574,4.597,3.254,0.906
5575,7.196,0.915,0.435
5576,16.501,1.063,0.293
5577,21.226,2.36,0.836
5578,19.702,3.28,0.029
5579,5.895,2.526,0.284
5580,12.551,1.723,0.482
5581,15.037,4.566,0.953
5582,22.626,4.038,0.708
5583,15.787,2.826,0.637
5584,28.207,0.722,0.428
5585,7.015,1.156,0.971
5586,11.344,0.736,0.312
5587,10.998,2.44,0.687
5588,20.538,2.266,0.277
5589,4.964,3.547,0.225
5590,29.366,2.768,0.266
5591,4.803,1.082,0.147
5592,12.706,2.467,0.115
5593,5.28,0.976,0.076
5594,13.864,2.478,0.447
5595,7.66,2.219,0.196
5596,13.768,2.421,0.315
5597,22.687,4.762,0.7
5598,0.822,3.614,0.145
5599,13.954,3.29,0.578
5600,2.293,3.125,0.79
5601,25.019,4.255,0.631
5602,21.313,4.179,0.975
5603,3.614,1.195,0.48
5604,14.891,4.223,0.12
5605,14.554,2.981,0.657
5606,2.215,3.395,0.424
5607,5.755,2.39,0.042
5608,27.347,1.77,0.809
5609,24.94,2.071,0.956
5610,5.4,1.079,0.292
5611,14.036,2.02,0.631
5612,29.9,4.015,0.408
5613,28.968,3.344,0.751
5614,0.384,1.432,0.597
5615,21.15,3.016,0.665
5616,14.085,4.39,0.558
5617,9.157,0.772,0.347
5618,1.351,4.967,0.349
5619,22.275,2.886,0.22
5620,29.878,2.87,0.847
5621,10.183,3.022,0.065
5622,10.248,1.493,0.149
5623,2.258,2.515,0.737
5624,23.507,2.131,0.967
5625,17.758,3.103,0.221
5626,15.928,0.997,0.0
5627,20.5,2.447,0.891
5628,9.488,0.972,0.307
5629,24.986,3.881,0.846
5630,1.411,0.978,0.612
5631,13.642,4.594,0.784
5632,22.789,2.667,0.879
5633,15.689,4.405,0.611
5634,19.263,1.259,0.138
5635,16.537,2.586,0.367
5636,27.745,1.62,0.793
5637,19.977,0.536,0.977
5638,11.584,4.827,0.144
5639,26.996,3.156,0.875
5640,17.662,1.205,0.332
5641,3.387,1.013,0.836
5642,2.092,2.285,0.036
5643,13.96,1.82,0.789
5644,11.279,0.922,0.955
5645,5.975,1.372,0.431
5646,6.473,2.818,0.352
5647,7.958,4.34,0.555
5648,1.631,1.28,0.023
5649,25.402,4.556,0.123
5650,27.38,2.39,0.573
5651,11.053,4.117,0.189
5652,28.143,2.533,0.949
5653,28.417,2.392,0.421
5654,13.992,3.712,0.148
5655,28.441,2.477,0.509
5656,19.098,2.666,0.245
5657,7.474,2.778,0.764
5658,1.948,1.488,0.348
5659,15.119,2.971,0.026
5660,19.552,3.2,0.49
5661,15.504,3.734,0.457
5662,20.261,4.56,0.484
5663,22.037,3.742,0.43
5664,29.331,3.209,0.251
5665,21.907,4.538,0.933
5666,15.753,2.013,0.728
5667,11.831,3.973,0.958
5668,8.754,3.627,0.965
5669,22.813,2.929,0.632
5670,23.156,2.341,0.063
5671,27.065,1.539,0.857
5672,20.523,4.312,0.409
5673,26.971,1.569,0.125
5674,27.659,2.657,0.06
5675,5.699,4.297,0.969
5676,5.905,3.978,0.325
5677,29.758,0.73,0.29
5678,28.628,3.766,0.671
5679,12.032,4.74,0.185
5680,22.389,0.725,0.523
5681,4.294,3.865,0.477
5682,20.719,1.169,0.118
5683,21.786,0.648,0.816
5684,1.811,1.994,0.657
5685,9.407,4.611,0.868
5686,20.177,1.268,0.438
5687,27.917,2.138,0.861
5688,22.436,2.52,0.8
5689,2.381,2.892,0.984
5690,27.083,1.125,0.247
5691,27.111,1.495,0.912
5692,11.929,4.335,0.523
5693,22.896,3.538,0.325
5694,13.356,1.615,0.653
5695,28.694,4.568,0.906
5696,2.272,3.291,0.809
5697,17.008,4.061,0.285
5698,11.598,1.773,0.082
5699,9.113,4.717,0.374
5700,22.759,2.357,0.828
5701,19.855,4.204,0.449
5702,1.58,2.789,0.168
5703,3.783,4.639,0.029
5704,8.694,4.967,0.583
5705,25.507,1.67,0.377
5706,5.179,3.429,0.434
5707,23.319,3.205,0.137
5708,12.584,2.984,0.732
5709,6.008,4.166,0.123
5710,17.207,4.852,0.421
5711,28.753,0.74,0.357
5712,13.996,3.879,0.022
5713,18.912,3.628,0.547
5714,27.187,3.545,0.886
5715,21.043,1.726,0.1
5716,19.634,4.972,0.447
5717,22.818,2.513,0.743
5718,11.765,3.104,0.538
5719,12.166,0.604,0.172
5720,25.141,2.846,0.501
5721,8.737,1.508,0.334
5722,14.489,0.909,0.599
5723,12.689,2.888,0.839
5724,15.4,4.503,0.587
5725,16.241,4.08,0.398
5726,29.5,1.039,0.238
5727,25.979,4.469,0.068
5728,12.552,1.028,0.747
5729,16.788,4.406,0.015
5730,19.738,1.517,0.207
5731,14.051,0.929,0.112
5732,20.349,4.498,0.886
5733,28.567,0.702,0.596
5734,4.658,4.533,0.233
5735,4.768,4.614,0.462
5736,9.232,3.921,0.837
5737,17.186,0.595,0.097
5738,1.672,4.256,0.458
5739,0.797,3.381,0.977
5740,27.249,3.619,0.684
5741,9.454,2.93,0.104
5742,26.244,1.287,0.648
5743,16.696,4.459,0.751
5744,15.277,0.963,0.833
5745,26.087,2.256,0.311
5746,9.641,0.837,0.586
5747,27.666,3.774,0.978
5748,29.086,2.94,0.038
5749,21.816,4.323,0.603
5750,8.2,0.739,0.453
5751,12.631,4.953,0.019
5752,17.584,2.37,0.956
5753,8.326,3.72,0.898
5754,19.378,0.819,0.283
5755,25.563,2.678,0.328
5756,5.183,4.455,0.824
5757,19.535,2.221,0.884
5758,14.173,3.72,0.542
5759,17.986,2.536,0.037
5760,23.409,2.416,0.452
5761,7.022,3.407,0.78
5762,3.746,4.873,0.071
5763,9.639,1.246,0.649
5764,23.112,1.731,0.304
5765,10.104,1.608,0.359
5766,20.238,4.092,0.732
5767,17.218,1.354,0.668
5768,5.362,3.392,0.313
5769,25.091,3.721,0.371
5770,29.354,3.152,0.322
5771,24.778,0.768,0.541
5772,17.968,1.565,0.994
5773,18.477,4.904,0.105
5774,8.86,4.021,0.284
5775,10.344,1.208,0.346
5776,5.515,4.173,0.483
5777,1.713,2.288,0.665
5778,19.369,4.655,0.838
5779,13.627,1.283,0.363
5780,8.112,3.319,0.6
5781,27.41,3.049,0.009
5782,7.478,2.052,0.092
5783,13.414,1.788,0.16
5784,7.768,0.517,0.644
5785,4.228,1.895,0.356
5786,25.906,4.866,0.11
5787,10.65,2.078,0.59
5788,9.846,1.941,0.419
5789,22.713,3.938,0.202
5790,9.838,1.012,0.106
5791,3.023,3.221,0.055
5792,29.1,4.884,0.639
5793,0.255,3.788,0.452
5794,8.59,4.675,0.187
5795,16.213,2.135,0.505
5796,2.615,4.535,0.124
5797,26.051,0.622,0.481
5798,4.781,2.005,0.152
5799,7.114,2.085,0.707
5800,1.869,3.775,0.998
5801,0.871,2.964,0.531
5802,28.009,0.687,0.7
5803,10.672,3.324,0.306
5804,8.596,4.456,0.841
5805,25.287,4.045,0.891
5806,7.274,2.773,0.866
5807,23.463,2.325,0.531
5808,1.774,1.768,0.52
5809,0.129,3.372,0.011
5810,28.832,1.586,0.962
5811,2.113,3.921,0.909
5812,3.112,2.523,0.916
5813,25.128,3.167,0.904
5814,8.689,2.299,0.76
5815,8.102,2.662,0.545
5816,29.484,2.94,0.436
5817,28.165,4.217,0.865
5818,8.047,0.99,0.364
5819,28.468,2.502,0.664
5820,21.88,0.594,0.17
5821,15.107,2.684,0.943
5822,20.648,1.757,0.04
5823,13.29,3.07,0.535
5824,27.735,3.344,0.623
5825,27.218,4.359,0.859
5826,21.319,0.636,0.525
5827,29.267,0.832,0.378
5828,27.743,3.63,0.854
5829,11.237,1.678,0.746
5830,20.402,1.988,0.51
5831,0.008,1.506,0.442
5832,17.401,3.956,0.57
5833,8.547,4.104,0.303
5834,8.65,4.752,0.909
5835,26.486,4.875,0.853
5836,25.678,1.756,0.677
5837,10.026,1.816,0.059
5838,24.961,3.142,0.939
5839,3.95,0.657,0.528
5840,20.181,4.948,0.245
5841,24.199,3.661,0.014
5842,5.327,4.39,0.842
5843,27.354,1.931,0.623
5844,29.126,0.966,0.794
5845,10.897,2.297,0.905
5846,0.171,4.406,0.241
5847,15.678,1.375,0.672
5848,14.809,2.395,0.625
5849,15.535,4.127,0.735
5850,9.482,1.503,0.489
5851,10.095,3.085,0.754
5852,21.249,4.346,0.758
5853,28.662,2.325,0.628
5854,5.473,4.435,0.981
5855,8.234,1.136,0.932
5856,9.85,1.047,0.962
5857,19.897,2.845,0.861
5858,6.379,2.715,0.783
5859,16.846,4.562,0.866
5860,18.019,1.785,0.225
5861,14.378,3.126,0.489
5862,5.233,3.034,0.763
5863,5.398,3.6,0.728
5864,14.531,2.011,0.449
5865,22.868,1.322,0.975
5866,15.771,2.651,0.887
5867,28.735,2.575,0.175
5868,5.126,4.048,0.066
5869,17.872,1.216,0.755
5870,9.417,1.925,0.138
5871,26.004,4.687,0.762
5872,22.703,1.01,0.224
5873,12.766,0.99,0.539
5874,6.167,4.365,0.884
5875,13.257,3.885,0.419
5876,9.99,3.47,0.707
5877,27.696,0.637,0.49
5878,29.895,1.357,0.982
5879,10.464,0.856,0.911
5880,5.104,4.941,0.873
5881,24.916,3.783,0.248
5882,28.49,1.261,0.074
5883,7.608,4.545,0.475
5884,9.07,2.085,0.246
5885,11.884,1.017,0.337
5886,17.837,3.39,0.756
5887,13.707,4.611,0.839
5888,14.46,4.962,0.016
5889,16.348,3.92,0.678
5890,9.358,4.414,0.443
5891,1.26,1.84,0.557
5892,11.493,4.129,0.131
5893,25.052,1.738,0.568
5894,26.032,3.256,0.13
5895,18.976,3.594,0.913
5896,29.846,1.162,0.158
5897,28.063,2.496,0.241
5898,25.98,2.511,0.346
5899,11.777,1.328,0.919
5900,18.918,1.811,0.284
5901,21.34,3.091,0.9
5902,6.41,4.895,0.739
5903,22.52,2.154,0.861
5904,27.283,4.658,0.357
5905,18.618,1.197,0.106
5906,8.503,2.354,0.297
5907,17.281,1.844,0.858
5908,11.72,0.905,0.269
5909,13.825,2.53,0.837
5910,15.274,4.338,0.507
5911,14.514,1.603,0.504
5912,13.439,4.13,0.467
5913,25.738,1.121,0.906
5914,3.968,2.694,0.386
5915,20.098,3.649,0.298
5916,1.62,1.074,0.476
5917,3.052,3.975,0.005
5918,20.281,2.167,0.44
5919,2.592,3.897,0.358
5920,6.656,1.549,0.946
5921,17.367,0.902,0.335
5922,21.516,4.988,0.264
5923,19.227,2.709,0.042
5924,20.692,1.685,0.281
5925,11.821,0.671,0.833
5926,24.403,1.434,0.285
5927,24.112,2.856,0.747
5928,26.071,1.555,0.839
5929,4.117,4.609,0.346
5930,17.07,0.716,0.983
5931,13.522,3.603,0.451
5932,5.292,2.553,0.286
5933,17.463,4.999,0.034
5934,5.562,3.601,0.407
5935,5.964,1.815,0.272
5936,26.444,3.203,0.485
5937,21.545,2.798,0.79
5938,18.717,4.301,0.121
5939,7.285,2.323,0.29
5940,19.491,0.961,0.017
5941,25.561,4.259,0.092
5942,29.203,1.067,0.531
5943,10.991,1.413,0.999
5944,1.111,2.004,0.558
5945,26.681,2.588,0.631
5946,25.094,3.238,0.872
5947,3.149,2.749,0.119
5948,20.852,2.838,0.527
5949,23.075,2.029,0.089
5950,28.671,3.279,0.367
5951,2.491,1.431,0.066
5952,4.733,2.744,0.543
5953,4.326,3.726,0.988
5954,3.101,1.894,0.647
5955,6.298,1.966,0.538
5956,5.098,0.727,0.283
5957,21.931,3.742,0.752
5958,12.676,3.606,0.911
5959,9.066,3.064,0.993
5960,17.598,4.722,0.346
5961,25.488,4.083,0.999
5962,8.845,4.898,0.713
5963,19.935,2.951,0.638
5964,14.266,2.972,0.488
5965,10.154,4.51,0.726
5966,15.571,1.848,0.472
5967,10.116,4.347,0.845
5968,1.821,3.743,0.151
5969,15.898,2.525,0.694
5970,8.252,4.198,0.736
5971,3.685,3.886,0.403
5972,13.445,1.556,0.037
5973,4.67,4.44,0.592
5974,1.024,1.294,0.401
5975,13.406,3.146,0.861
5976,21.871,2.878,0.348
5977,17.362,4.458,0.21
5978,13.471,1.941,0.901
5979,14.677,0.776,0.275
5980,22.384,1.14,0.454
5981,10.753,4.925,0.065
5982,9.348,4.89,0.102
5983,27.681,1.297,0.31
5984,2.548,2.825,0.54
5985,17.788,4.288,0.258
5986,14.722,3.947,0.471
5987,8.556,1.787,0.692
5988,13.95,4.594,0.822
5989,17.04,4.232,0.658
5990,9.919,1.187,0.29
5991,9.021,2.997,0.569
5992,10.528,2.913,0.451
5993,24.925,4.423,0.897
5994,28.759,1.382,0.176
5995,3.215,1.637,0.796
5996,1.547,0.669,0.244
5997,28.886,3.689,0.456
5998,24.954,3.494,0.183
5999,17.409,3.663,0.846
6000,27.332,1.101,0.183
6001,4.524,0.932,0.738
6002,2.595,1.882,0.569
6003,20.726,4.862,0.523
6004,8.754,0.757,0.125
6005,0.658,3.767,0.668
6006,15.85,3.69,0.218
6007,19.015,0.508,0.097
6008,15.27,2.685,0.039
6009,3.726,4.693,0.676
6010,4.369,0.562,0.855
6011,15.547,2.736,0.723
6012,27.953,2.137,0.274
6013,0.298,2.903,0.656
6014,9.095,1.754,0.987
6015,9.204,2.234,0.755
6016,19.36,4.116,0.743
6017,3.268,1.903,0.888
6018,2.386,3.444,0.222
6019,29.851,2.416,0.166
6020,27.05,2.146,0.84
6021,21.076,1.996,0.207
6022,10.065,1.592,0.578
6023,6.882,1.329,0.391
6024,13.849,3.411,0.345
6025,7.751,2.636,0.7
6026,24.972,2.311,0.38
6027,27.765,3.524,0.733
6028,19.914,0.529,0.297
6029,24.088,2.445,0.481
6030,15.36,0.965,0.818
6031,13.3,3.82,0.604
6032,27.465,1.723,0.532
6033,26.642,2.037,0.234
6034,16.172,2.937,0.817
6035,24.072,2.635,0.334
6036,29.303,1.898,0.891
6037,18.431,4.308,0.951
6038,12.831,3.877,0.963
6039,27.675,4.161,0.818
6040,20.444,2.68,0.246
6041,7.092,1.553,0.306
6042,14.829,4.235,0.107
6043,29.614,3.002,0.954
6044,22.484,0.553,0.464
6045,19.652,3.964,0.449
6046,21.894,1.703,0.411
6047,5.299,3.158,0.553
6048,18.595,4.011,0.845
6049,3.761,4.915,0.214
6050,4.253,1.763,0.488
6051,16.099,2.886,0.927
6052,8.679,2.188,0.968
6053,19.098,3.311,0.482
6054,2.379,4.959,0.875
6055,6.585,1.806,0.768
6056,15.53,4.938,0.058
6057,16.7,2.343,0.058
6058,14.201,2.033,0.246
6059,26.112,2.788,0.875
6060,0.196,2.551,0.951
6061,0.452,4.628,0.736
6062,15.532,1.833,0.104
6063,16.117,3.617,0.067
6064,21.264,0.763,0.823
6065,17.701,3.583,0.01
6066,15.795,0.719,0.429
6067,12.89,4.041,0.767
6068,14.075,3.377,0.284
6069,22.215,2.318,0.285
6070,25.752,2.052,0.084
6071,16.594,4.236,0.435
6072,15.933,0.764,0.353
6073,15.009,4.678,0.55
6074,17.023,1.083,0.707
6075,29.748,4.917,0.781
6076,22.376,2.024,0.41
6077,11.859,1.639,0.795
6078,19.285,4.2,0.679
6079,13.982,3.115,0.407
6080,24.621,2.435,0.239
6081,6.069,1.909,0.962
6082,13.581,0.55,0.358
6083,26.246,2.653,0.561
6084,21.82,2.378,0.776
6085,7.604,4.52,0.693
6086,11.284,4.711,0.937
6087,22.716,2.134,0.937
6088,28.854,2.153,0.14
6089,22.32,3.98,0.542
6090,16.097,3.862,0.585
6091,5.728,3.439,0.256
6092,18.124,4.329,0.771
6093,26.108,0.516,0.936
6094,2.636,4.486,0.81
6095,18.53,0.828,0.539
6096,3.913,1.862,0.907
6097,11.856,1.784,0.257
6098,0.889,3.041,0.603
6099,9.626,2.157,0.344
6100,28.803,0.935,0.266
6101,11.05,3.746,0.383
6102,13.823,3.182,0.688
6103,17.18,0.944,0.157
6104,18.573,2.931,0.618
6105,16.356,4.197,0.154
6106,5.496,0.786,0.478
6107,24.831,1.747,0.512
6108,22.567,4.646,0.582
6109,4.738,3.951,0.185
6110,15.192,2.442,0.089
6111,17.338,2.077,0.588
6112,13.939,3.209,0.256
6113,29.569,2.452,0.657
6114,25.209,2.765,0.354
6115,17.899,4.94,0.811
6116,28.477,1.052,0.472
6117,29.694,4.778,0.33
6118,15.051,4.741,0.167
6119,13.589,4.807,0.44
6120,15.227,2.301,0.651
6121,16.165,4.054,0.992
6122,1.253,1.348,0.749
6123,12.174,3.863,0.995
6124,1.957,3.528,0.244
6125,16.933,1.878,0.631
6126,17.551,1.65,0.683
6127,8.895,4.384,0.093
6128,7.257,3.954,0.453
6129,13.609,3.648,0.056
6130,26.2,0.603,0.99
6131,3.003,3.666,0.056
6132,13.902,4.678,0.791
6133,20.728,0.705,0.445
6134,11.725,3.153,0.438
6135,20.206,0.627,0.311
6136,22.834,2.041,0.697
6137,29.313,0.513,0.242
6138,14.285,3.701,0.179
6139,25.218,1.662,0.634
6140,29.72,0.786,0.514
6141,9.485,1.657,0.526
6142,12.563,3.161,0.703
6143,24.914,2.834,0.036
6144,5.096,2.549,0.652
6145,10.333,4.626,0.454
6146,2.229,4.563,0.355
6147,7.181,2.778,0.722
6148,9.219,1.617,0.149
6149,16.304,4.896,0.399
6150,5.213,2.587,0.575
6151,9.367,0.677,0.676
6152,26.349,4.845,0.451
6153,2.307,2.601,0.316
6154,21.132,0.531,0.431
6155,28.138,3.875,0.738
6156,5.703,4.433,0.836
6157,8.517,4.25,0.568
6158,27.641,2.357,0.926
6159,11.263,2.015,0.629
6160,11.715,4.042,0.573
6161,15.223,1.617,0.282
6162,21.457,2.479,0.672
6163,14.063,2.607,0.967
6164,5.333,3.903,0.622
6165,20.667,4.507,0.417
6166,22.092,0.989,0.04
6167,7.788,3.009,0.287
6168,0.875,2.762,0.043
6169,17.594,2.782,0.527
6170,11.357,1.98,0.291
6171,7.549,2.123,0.047
6172,15.115,3.5,0.723
6173,10.533,4.292,0.893
6174,9.554,1.87,0.045
6175,26.352,1.933,0.348
6176,4.438,2.641,0.311
6177,0.403,3.516,0.418
6178,3.749,3.232,0.49
6179,12.393,3.739,0.575
6180,29.02,1.99,0.275
6181,3.752,1.192,0.943
6182,12.157,0.541,0.064
6183,15.732,2.669,0.995
6184,23.362,4.025,0.204
6185,17.961,2.616,0.743
6186,10.458,3.46,0.641
6187,24.077,4.375,0.408
6188,19.143,1.92,0.09
6189,5.268,2.4,0.721
6190,23.741,4.958,0.309
6191,28.401,4.33,0.664
6192,8.227,2.15,0.175
6193,5.642,1.465,0.718
6194,28.897,1.758,0.876
6195,26.739,1.017,0.193
6196,23.328,1.419,0.01
6197,29.664,4.837,0.945
6198,1.935,1.345,0.273
6199,5.228,3.827,0.12
6200,24.486,2.305,0.457
6201,17.163,3.057,0.009
6202,13.179,4.015,0.226
6203,25.784,3.91,0.002
6204,2.26,2.686,0.283
6205,25.002,2.812,0.499
6206,25.0,4.567,0.272
6207,22.721,2.605,0.156
6208,16.236,3.526,0.031
6209,16.034,4.724,0.224
6210,26.708,0.956,0.899
6211,2.932,1.748,0.983
6212,9.452,2.016,0.783
6213,23.169,1.854,0.233
6214,27.184,0.619,0.991
6215,10.686,1.134,0.961
6216,5.347,3.504,0.01
6217,8.542,0.755,0.667
6218,0.946,4.9,0.123
6219,23.015,2.928,0.473
6220,25.082,4.437,0.45
6221,16.733,3.935,0.933
6222,27.592,1.031,0.657
6223,22.559,1.386,0.401
6224,25.068,3.81,0.233
6225,1.556,3.275,0.299
6226,29.79,4.468,0.648
6227,3.298,4.499,0.506
6228,22.555,2.743,0.744
6229,13.91,4.278,0.601
6230,24.933,1.824,0.567
6231,12.947,4.26,0.36
6232,8.497,1.282,0.853
6233,9.238,3.318,0.711
6234,27.835,1.343,0.858
6235,8.566,0.735,0.995
6236,8.238,3.719,0.791
6237,25.855,3.591,0.211
6238,19.459,2.454,0.305
6239,21.322,1.365,0.994
6240,29.888,3.237,0.516
6241,26.143,2.533,0.157
6242,8.124,3.167,0.212
6243,17.85,4.686,0.983
6244,15.076,3.912,0.257
6245,26.495,3.281,0.844
6246,10.874,0.585,0.205
6247,4.467,2.362,0.505
6248,21.255,1.085,0.043
6249,22.199,3.531,0.707
6250,19.405,4.143,0.841
6251,10.56,3.479,0.295
6252,3.825,1.108,0.483
6253,1.596,2.981,0.779
6254,4.368,3.333,0.972
6255,26.184,3.898,0.754
6256,28.688,4.541,0.499
6257,16.163,2.238,0.32
6258,18.538,3.966,0.697
6259,28.574,4.232,0.575
6260,9.419,3.728,0.156
6261,9.915,1.206,0.061
6262,6.219,3.077,0.716
6263,16.325,1.417,0.332
6264,28.13,1.866,0.758
6265,25.064,2.333,0.399
6266,5.366,1.944,0.492
6267,15.024,3.1,0.377
6268,13.807,1.588,0.796
6269,5.774,3.346,0.884
6270,27.031,4.044,0.752
6271,15.095,2.402,0.639
6272,7.485,4.67,0.05
6273,15.099,0.777,0.227
6274,7.28,2.861,0.648
6275,2.883,3.47,0.746
6276,21.642,1.718,0.134
6277,17.434,0.826,0.822
6278,12.728,4.872,0.924
6279,17.481,4.45,0.981
6280,28.267,3.595,0.852
6281,1.806,4.706,0.791
6282,9.728,1.675,0.376
6283,8.889,4.553,0.165
6284,0.938,3.321,0.559
6285,25.396,3.884,0.738
6286,1.009,1.962,0.379
6287,18.283,2.082,0.933
6288,25.221,1.143,0.848
6289,21.217,1.394,0.361
6290,12.659,3.624,0.878
6291,20.418,2.841,0.287
6292,0.047,2.436,0.004
6293,17.136,4.468,0.893
6294,28.591,2.606,0.921
6295,9.089,4.257,0.795
6296,24.644,2.148,0.309
6297,19.365,3.485,0.265
6298,24.351,2.345,0.076
6299,4.628,0.524,0.036
6300,28.446,4.268,0.335
6301,17.893,3.513,0.918
6302,13.647,2.018,0.394
6303,25.198,2.387,0.094
6304,15.451,2.839,0.415
6305,0.883,3.357,0.177
6306,2.102,4.586,0.827
6307,3.33,4.03,0.205
6308,21.965,1.276,0.68
6309,3.846,1.534,0.36
6310,10.912,3.245,0.352
6311,28.177,1.16,0.471
6312,17.29,3.848,0.756
6313,5.41,4.775,0.717
6314,19.14,4.503,0.542
6315,23.435,3.572,0.71
6316,21.809,4.755,0.954
6317,7.242,4.903,0.826
6318,20.865,2.801,0.884
6319,14.484,4.492,0.593
6320,14.674,3.195,0.018
6321,3.936,0.642,0.893
